Id_comment,Name_phone,Name_comment,Buy_place_comment,Content_comment,Used_comment,label
r-52119490,iPhone 11,Vân Anh,Đã mua tại TGDD,"Ban đầu thì ok. Mình cũng ko có thắc mắc gì về pin. Nhưng sau khi dùng 5 tháng thì máy tự dưng sập nguốn, bật ko lên. KTV bên điện máy xanh cũng ko bật lên đc. Gửi lên Apple bảo hành thì apple bảo đồng ý mất dữ liệu thì mới sửa, ko đồng ý thì trả lại máy. Ủa???? Cám giác rất tệ khi đã mua sản phẩm này của apple",Đã dùng khoảng 6 tháng,0
r-51698713,iPhone 11,Mai Văn Dũng,Đã mua tại TGDD,"Máy bị lổi mic gởi bảo hành, nói không lổi Trã về không dùng được.",Đã dùng khoảng 1 tháng,0
r-51674814,iPhone 11,Nguyễn Chu Hạnh,Đã mua tại TGDD,Chất lượng kém,Đã dùng khoảng 1 tuần,0
r-51345348,iPhone 11,Nguyễn Duy,Đã mua tại TGDD,"Máy gặp lỗi micro nghe gọi, lên gặp nhân viên k hỗ trợ, thế giới di động làm ăn chán lắm, kêu gửi hành bảo hành, gửi chắc tới lẫn mới lấy máy",Đã dùng khoảng 3 ngày,0
r-50997689,iPhone 11,Phan Thanh Vẹn,Đã mua tại TGDD,"Máy mua mới , sọc màng hình , mà chế độ bảo hành thì chán , mua ở đây là một sai lầm !",Đã dùng khoảng 8 tháng,0
r-50888253,iPhone 11,Trần Thị Kiều Diễm,Đã mua tại DMX,"Có khi sạc gần 1 tiếng được 3% pin, hay bị đứng máy",Đã dùng khoảng 1 tháng,0
r-50727900,iPhone 11,A Cường,Đã mua tại DMX,Bảo hành qua tệ quá chán hơn 1 tháng còn trưa được lấy máy,Đã dùng khoảng 11 tháng,0
r-50450045,iPhone 11,Nguyễn Thiện Ngôn,Đã mua tại DMX,Dt mới đập hợp về xài k ra hồn gì,Đã dùng khoảng 2 tháng,0
r-49400098,iPhone 11,Hồng Na,Đã mua tại TGDD,"Pin dì hao pin như gì luôn, mua đc 8 tháng pin còn 88%, mang ra tgdd thì kiểu đổi lỗi cho mình, cũng kh cần kt nói đưa đi bảo trì cv thôi, chán",Đã dùng khoảng 9 tháng,0
r-49205368,iPhone 11,Tạ Hữu Đăng,Đã mua tại TGDD,E mới mua máy dc hơn 6 tháng mà pin còn có 93% có phải gặp vấn đề về pin ko à ngày càng tụt nhanh,Đã dùng khoảng 6 tháng,0
r-47312440,iPhone 11,Ngọc,Đã mua tại TGDD,Dt bị lỗi bin ra nhân viên k hỗ trợ về dt kiếu nại mới hỗ trợ đỗi may kiểm tra het luc nay màng hình có trầy nhẹ rồi nhưng k noi gì vẩn cho đổi. Xong 5 ngay s ra đổi thì nói lần trước k thay trầy mới hỗ trợ giờ bị trầy nặng. Ủa là s lúc đó bị r mà r cái xong hết r do hả. Bõ 16tr ra mua cái dt về sạt bin ngày 3 lần. Lần đầu cung như lần cuối,Đã dùng khoảng 1 tháng,0
r-47258858,iPhone 11,Vo Ngoc Thang,Đã mua tại TGDD,Sau khi sử dụng mình rất lo lắng về tuổi tho của pin. Trong lúc sạc máy lúc nào cũng bị nóng,Đã dùng khoảng 1 tuần,0
r-46608632,iPhone 11,Nguyễn Phương,Đã mua tại TGDD,"Nghĩ buồn. Điện thoại iPhone 11 mua đc 1 tháng đầu ( thời gian 1 đổi 1 nếu bị lỗi do nhà sản xuất) bị lỗi mang ra đổi, điện máy bảo khắc phục đc, nói về dùng được cũng tin tưởng mang về dùng, chưa được 1 tháng tiếp tục bị lại mang ra bảo hành, lại nói hết thời gian 1 tháng, nên gửi xuống hãng. Khi gửi hàng ko gọi thông báo cho khách hàng đt bị tình trạng gì tự ý làm tanh bành rồi trả lại mà ko khắc phục đc cái lỗi chính. Hỏi có vui nổi ko",Đã dùng khoảng 1 tháng,0
r-46537818,iPhone 11,Lê Thị Kim Khuyên,Đã mua tại DMX,"Vừa qua e có mua 1 máy bên hệ thống mình. Máy thuộc trạng thái ĐSD đc 9 ngày. e đặt máy về , và xài máy khoảng 3 4 ngày thì phát hiện lỗi. Máy bị sục sịch cái màn hình s đó e gửi lên sữa nửa tháng thì đc báo về máy bị hở màn loa và lỗi Face ID. Trong khi e thấy rất bình thường. Và báo e hãng apple báo giá tầm 11tr để đổi máy mới. Trong khi e mua máy khoảng gần 15tr . Mà bảo là bù tầm 11tr , vậy tổng tiền e bỏ ra chẳng khách nào như mua máy mới. Và e k đồng ý. Nên hãng gửi về. Sau đó e lại gửi lần nữa thì bên trung tâm apple từ chối bảo hành.... E rất không hài lòng về trường hợp này. Máy bán ra bị lỗi. Kiểm tra báo không lỗi. Trong khi những máy mà khách hàng gửi lên rất không ok ( lỗi loa , loa rè. Hở luôn màn hình .... ) Và vì e là 1 nhân viên của hệ thống mình , nên em không muốn làm khó sự việc này. Nhưng với tình trạng này thì đối với khách hàng thì thế nào. Và e cũng là 1 khách hàng mà. Em mong muốn hãng apple làm rõ sự việc này với em",Đã dùng khoảng 1 tháng,0
r-46304917,iPhone 11,Xuân Huy,Đã mua tại TGDD,"Có 3 vấn đề mình muốn hỏi thdđ : Thứ 1 điện thoại chính thdđ bán ra không check được máy mới hay máy cũ cho khách hàng hay hàng CPO trả bảo hành, hay hàng trưng bày khi mình đem ra thdđ cũng tự tay mình check cho nhân viên kĩ thuật xem. Và mình cũng check thử đt của a nhân viên . Kết quả là điện thoại mình không ra của a nhân viên thì ra Thứ 2: Điện thoại Iphone mình sd được 4 tháng. Thời gian mình nhờ hỗ trợ từ tgdđ là lúc 86% pin đúng 3 ngày còn 85%. Dung lượng pin hiển thị đang bảo trì. Chứng tỏ là lỗi pin . Dung lượng thực tế check app 3U ở thdd ra 900Mah ? Có nghĩa là chỉ còn 30% dung lực pin thực sự 3000Mah Thứ 3: Ip7 thdđ ngừng kinh doanh . Máy sản suất từ 2016 check ra là hàng cũ đổi bảo hành . Lấy lí do từ đâu có thể định giá nó 7.300.000đ Trong khi đó mình là ip11 mua ngày 27/12/2020 giá 17.000.000đ . Sử dụng còn 6 tháng định giá 7.500.000đ. Giá trị chênh lệch khách hàng mượn 209.142đ. Với những lỗi như vậy đem đủ lỗi khó chịu cho khách hàng còn phải chờ kết quả bảo hành từ hãng. Sài điện thoại trong 4 tháng cứ lỗi pin hết nhanh 1 cách bực mình. Đổi khách hàng không đổi từ tháng đầu tiên. Đến bây giờ bệnh ngày càng nặng . Người thiệt vẫn là khách hàng, chỉ quan tâm đến doanh thu bán ra. Còn bảo hành thất vọng",Đã dùng khoảng 5 tháng,0
r-46141080,iPhone 11,Vân,Đã mua tại TGDD,Mua dk 10 ngày pin tụt 99% . Đưa ra xỉ lý về 100% . Qua 1 tháng 2 ngày còn 98%. K hỗ trợ đổi. Bắt đưa lên hãng.còn kêu hết 1 tháng này nọ.trong khi 10 ngay đã đưa rồi. Thà mua máy 99% cho rẻ 4-5tr còn đỡ tức hơn.thái độ khi mua rất tốt.nhiệt tình.còn thái độ khi sử lý đổi cho khách rất tệ.né tránh,Đã dùng khoảng 1 tháng,0
r-46018678,iPhone 11,Nguyễn Hà Thanh Phong,Đã mua tại TGDD,Sau khi chụp xong 3 tấm ảnh đối diện ánh sáng thì camera góc rộng có chấm xanh như thế này ạ (được khoanh vùng màu đỏ).góc siêu rộng chỉ thấy chấm xanh mờ.,Đã dùng khoảng 3 tuần,0
r-45938096,iPhone 11,Nguyễn Thị Thu Hiền,Đã mua tại TGDD,Tôi mua về được 2 ngày máy lỗi hỏng loa bên dưới và nghe tai nghe mất 1 tai qua cửa hàng nhân viên khắc phục mãi không được nên tôi thấy chất lượng ko hài lòng,Đã dùng khoảng 3 tháng,0
r-45256400,iPhone 11,Châu Anh,Đã mua tại TGDD,Mua mới dc có 5 ngày về sập nguồn :)) ra tgdd thò bảo phải chờ đợi 7-14 ngày. Bỏ số tiền ra mua mà bh bắt phải chờ đợi hãng lớn mà sao làm ăn kì v,Đã dùng khoảng 5 ngày,0
r-45191358,iPhone 11,Nguyễn Văn Trưởng,Đã mua tại DMX,E mua máy đc một tuần chỉ nghe nhạc lướt fb pin tụt quá nhanh máy nóng dùng được nửa ngày hết pin xin hộ trợ,Đã dùng khoảng 7 ngày,0
r-45078475,iPhone 11,Phạm Bá Lợi,Đã mua tại TGDD,Ip của tôi mua được hơn 10 ngày bị tróc miếng nhựa đằng sau mang đi hãng đổi nhưng hãng không chán thật,Đã dùng khoảng 1 tháng,0
r-44654422,iPhone 11,Trần Thanh Hương,Đã mua tại TGDD,Thế giới gi đọng làm ăn giang dối khánh hàng vạy là khong được rồi mình mua iphone 11 64gb mầu trắn ở thế giới di đọng cóng huỳnh quận 1 tphcm mua ngày 27 tháng 12 năm 2021 mua máy mới 100% giá 16.890k khi về khiểm tra giới hạng bảo hành hết hạng ngày 3 tháng 12 năm 2021 vạy có ngĩa là máy đả qua sử dụng rồi thế giới di đọng dáng bao li long lại làm máy mới bán cho khách hàng khi ra tgdd cho kiểm tra thì đổ lổi cho hệ thóng chưa cạp nhật sai mong tgdd có trách nhiệm với trường này và làm ăn có tăm 1 siếu,Đã dùng khoảng 1 ngày,0
r-44652123,iPhone 11,Xuân Khanh,Đã mua tại TGDD,Đt mới mua về gắn sim vào sóng yếu quá.thay sim khác vào thử vẫn v? 1 cục với 2 cục ko à?,Đã dùng khoảng 1 ngày,0
r-44610406,iPhone 11,Ngô Thị Hoa,Đã mua tại TGDD,Mới mua về mà nhanh hết pin rõ chán chả dùng gì nhiều .sáng đi còn 34% tối về sập nguồn,Đã dùng khoảng 3 ngày,0
r-43972608,iPhone 11,Thảo,Đã mua tại TGDD,Mua máy được 1 ngày để qua đêm (đã tắt kết nối mạng và ứng dụng ngầm) tụt 5% pin. Ngày thứ 2 để chế độ máy bay tụt 2% pin. Có ai bị như vậy không ạ. Gửi đánh giá sau khi dùng 1 ngày nhưng không được duyệt,Đã dùng khoảng 3 tuần,0
r-43889641,iPhone 11,Người Tiêu Dùng,Đã mua tại TGDD,Mới mua máy iphone 11 được 6 tháng đi mưa hai lần nghỉ trong người chắc không sao vì appel quản cáo kháng nước độ sau 1m😒 nhưng ai dè nó vô nước thiệt bị lỗi ID nhận dạng khuôn mặt và màng hình. Mang ra TGDD bảo hành gửi đi đâu không biết cuối cùng hãng gọi nói do nhúng chất lõng nên vô nước không bảo hành...Vậy ưuanr csos kháng nước độ sâu 1m? TGDD thì từ chói nhận trách nhiệm! Cuối cùng trả máy cho mình tiền mất tật mang😡😡😡😡 TGDD làm ăn kiểu này chào thua!,Đã dùng khoảng 5 tháng,0
r-43531469,iPhone 11,Tô Hoài Thanh,Đã mua tại TGDD,"Máy sài dc 12 ngày ok, 6 ngày còn lại ko nhận sim 2 lần, phải chờ gửi về hãng xem xét, bỏ 18tr ra để ngồi chờ máy về, quá bực bội, thất vọng thật luôn",Đã dùng khoảng 3 tuần,0
r-43175496,iPhone 11,Ninh,Đã mua tại TGDD,Mình mới xài được 7 tháng xuống 7% pin. Chả hiểu máy mới kiểu gì nữa. Dùng cơ bản lướt web cơ bản game ko chơi,Đã dùng khoảng 7 tháng,0
r-42988051,iPhone 11,Huỳnh Thanh,Đã mua tại TGDD,màn hình rõ camera thì không có gốc turn màn hình tai thỏ chiếm diện tích quá nhiều máy sạc pin cực lâu liền màn hình dày màn hình xấu mọi người nếu có muốn mua thì nên cân nhắc mình đã sử dụng qua 3 tháng vô cùng thất vọng mới mua 3 ngày đổi trả và đem đi bảo hành 3 lần mọi người cân nhắc và suy nghĩ lại nếu không hối hận rồi mất tiền nữa,Đã dùng khoảng 3 tháng,0
r-41917602,iPhone 11,Nguyễn Khắc Tâm,Đã mua tại TGDD,"Lỗi pin, tụt % pin theo ngày chứ không phải lâu mới tụt. Lỗi màn, mất cảm biến khi di chuyển trên màn hình. Gửi đi bảo hành khi gửi về thay màn thì roăng lồi cả ra ngoài. Không biết nên buồn hay best số nhọ ~~!",Đã dùng khoảng 7 tháng,0
r-40303445,iPhone 11,Lê Văn Tân,Đã mua tại DMX,"T mua ip11 cách đây hơn 1th. Mới lấy về thì xài rất ok. Đến ngày thứ 25 thì pin tuột nhanh. Theo dõi 3ngày vẫn vậy nên mới mang ra tgdd để kiểm tra. Đt tháo sim ko chạy ứng dụng,",Đã dùng khoảng 1 tháng,0
r-39285743,iPhone 11,Tran Minh Tuan,Đã mua tại TGDD,Hàng ip11 mua 1/11/2019 đã cài đặt lại và cập nhập phiên bản mới vẫn bị sự cố tự dưng tắt nguồn,Đã dùng khoảng 2 tháng,0
r-53604373,Xiaomi Redmi Note 11S series,Đăng Văn Khang,Đã mua tại DMX,Good,Đã dùng khoảng 1 tuần,1
r-53522067,Xiaomi Redmi Note 11S series,Quang,Đã mua tại DMX,Tư vấn nhiệt tình. Giá sản phẩm tốt.,Đã dùng khoảng 1 tuần,1
r-53444455,Xiaomi Redmi Note 11S series,Huệ,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần,1
r-53283882,Xiaomi Redmi Note 11S series,THÁI,Đã mua tại DMX,Rất Tốt,Đã dùng khoảng 1 tuần,1
r-52968966,Xiaomi Redmi Note 11S series,THẾ,Đã mua tại DMX,"Redmi giá bình dân, cấu hình ổn",Đã dùng khoảng 1 tuần,1
r-52856056,Xiaomi Redmi Note 11S series,Lê Thành Lộc,Đã mua tại TGDD,"sp đẹp, sử dụng tốt",Đã dùng khoảng 5 tháng,1
r-52768680,Xiaomi Redmi Note 11S series,Trần Mỹ Phượng,Đã mua tại TGDD,Sản phẩm rất tốt,Đã dùng khoảng 1 tuần,1
r-52729117,Xiaomi Redmi Note 11S series,TÔN,Đã mua tại DMX,"Ngon, Pin 2 ngày",Đã dùng khoảng 1 tuần,1
r-52728970,Xiaomi Redmi Note 11S series,CÓ,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-52698278,Xiaomi Redmi Note 11S series,CHÍ,Đã mua tại TGDD,"Sản phẩm tốt trong tầm giá độ sáng màn hình cao, đi ngoài trời vẫn nhìn rất rõ",Đã dùng khoảng 1 ngày,1
r-52671504,Xiaomi Redmi Note 11S series,NÔNG THỊ MAI HOA,Đã mua tại TGDD,"Mình mới mua hôm qua, máy tạm thời vẫn rất tốt, chủ yếu là các bạn nhân viên rất dễ thương và nhiệt tình, nhất là bạn tv hiền",Đã dùng khoảng 1 tháng,1
r-52420237,Xiaomi Redmi Note 11S series,Hà Văn Vị,Đã mua tại TGDD,Sản phẩm này khá tốt. Phù hợp với túi tiền. Cấu hình ok. Chơi game mượt. 1 lựa chọn phù hợp cho các game thủ.,Đã dùng khoảng 1 tuần,1
r-52415679,Xiaomi Redmi Note 11S series,QUỐC,Đã mua tại TGDD,trừ cái camera thì mọi thứ ok ...😁😁,Đã dùng khoảng 1 tuần,1
r-52413369,Xiaomi Redmi Note 11S series,TRANG,Đã mua tại TGDD,"Giao hàng nhanh chóng, máy mượt",Đã dùng khoảng 2 tuần,1
r-52350934,Xiaomi Redmi Note 11S series,NHÀN,Đã mua tại TGDD,"Máy chạy mượt, pin trâu",Đã dùng khoảng 1 tuần,1
r-52348458,Xiaomi Redmi Note 11S series,THÔNG,Đã mua tại DMX,Sản phẩm tốt,Đã dùng khoảng 1 tuần,1
r-52341255,Xiaomi Redmi Note 11S series,VY,Đã mua tại TGDD,Mượt. Màu đẹp. Chăm sóc khách hàng tốt.,Đã dùng khoảng 1 tuần,1
r-52316306,Xiaomi Redmi Note 11S series,QUY T,Đã mua tại TGDD,"Mây chính hãng dùng tốt, ko bị lỗi vặt",Đã dùng khoảng 5 ngày,1
r-52297097,Xiaomi Redmi Note 11S series,Lê Quốc Hùng,Đã mua tại TGDD,"Máy nói chung là mùa về dùng tạm ổn trong tầm giá, tất nhiên chúng ta cũng không nên so sánh với hàng xách tay trong tầm giá này bởi đây là hàng chính hãng. Nhưng có một vấn đề là sim mới mà máy bắt sóng sim khá yếu lúc 1,2 vạch lúc thì không có vạch nào nhưng gọi điện thì vẫn bình thường. Mong các anh nhân viên nếu thấy có vấn đề thì rep lại em để em mang máy ra cửa hàng. Em cảm ơn!",Đã dùng khoảng 6 ngày,0
r-52235915,Xiaomi Redmi Note 11S series,Anh Thư,Đã mua tại TGDD,"máy chơi game genshin rất mượt, camera không rõ nét lắm, pin trâu, sạc nhanh tầm 1h",Đã dùng khoảng 1 tuần,1
r-52180314,Xiaomi Redmi Note 11S series,DŨNG,Đã mua tại TGDD,Sp OK,Đã dùng khoảng 2 tuần,1
r-52150616,Xiaomi Redmi Note 11S series,TU N,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-52137775,Xiaomi Redmi Note 11S series,SƠN,Đã mua tại DMX,Tôi rất hài lòng về sản phẩm,Đã dùng khoảng 1 tuần,1
r-51979134,Xiaomi Redmi Note 11S series,TRÂM,Đã mua tại DMX,Sản phẩm tốt . Đáng mua. Sạc nhanh. Sài lâu hết pin,Đã dùng khoảng 1 ngày,1
r-51814284,Xiaomi Redmi Note 11S series,Ngoan,Đã mua tại TGDD,Mua để phục vụ các nhu cầu làm việc ít chơi game nên thấy máy rất ok Anh nhân viên tên Định phục vụ rất nhiệt tình và chu đáo..vote 5* Mua tại TGDĐ xã vĩnh kim châu thành tiền giang,Đã dùng khoảng 1 ngày,1
r-51809537,Xiaomi Redmi Note 11S series,Bế Văn Dương,Đã mua tại TGDD,Máy nóng lên không bật được điểm phát sóng và không bật được đèn flash,Đã dùng khoảng 1 ngày,0
r-51799731,Xiaomi Redmi Note 11S series,Nguyễn Thanh Thương,Đã mua tại TGDD,"Sài khá mượt nhưng có vấn đề là sạc mãi không tự ngắt khi đầy. E mới mua ở TGDD vị thanh hậu giang hôm nay, có cần kiểm tra lại không ạ",Đã dùng khoảng 1 tuần,0
r-51688272,Xiaomi Redmi Note 11S series,THU,Đã mua tại DMX,Sản phẩm rất tốt,Đã dùng khoảng 1 ngày,1
r-51571592,Xiaomi Redmi Note 11S series,Quang Trí,Đã mua tại TGDD,Đt mượt vc chơi game cũng vậy :33,Đã dùng khoảng 1 tuần,1
r-51514386,Xiaomi Redmi Note 11S series,Lê Vĩnh Hòa,Đã mua tại TGDD,+Thiết kế khá đẹp nhưng cụm camera thì hơi to nhưng chỉ trang bị 3 ống kính +Màn hình đẹp nếu không có máy AMOLED kế bên so sánh thì cũng chả thấy khác biệt gì.Xem YouTube thì bật được 1440p thì không biết thế nào chứ tivi độ phân giải Full HD chỉ bật được 1080p +Loa máy thì dưới nghe lớn hơn nhưng phía trên lại làm rung cả phần lưng và âm thanh khá nhỏ so với con máy Redmi 8 và con Mipad 4 ở nhà nhưng có thể nghe bass nó chắc hơn đôi chút +Camera thì 50MP nhưng chụp thì khá đục và hơi bị vàng trong khi chỉnh màu màn hình ở chế độ lạnh cho nó có màu xanh.Camera chụp gọi là tạm thôi và lấy nét khá chậm cũng như phơi sáng không tốt trong điều kiện có thể nói là đủ sáng nhưng khi máy lấy nét để lâu thì sẽ tối thui và phải đưa camera ra vùng sáng để lấy sáng lại trong khi con Redmi8 chỉ 13MP nhưng lại lấy sáng tốt hơn nhưng độ chi tiết không bằng 11S5G +Phần CPU và GPU thì chơi game có thể nói là không ổn định tuy nhiệt độ chỉ rơi vào 37⁰ phải nói là mát nhưng chơi có lúc bị drop FPS trong Liên Quân đồ hoạ thấp nhất nhưng khi chơi Tốc Chiến thì đồ hoạ trung thì không có.Không hiểu Liên Quân bị gì trên các dòng Xiaomi.Tốc chiến Full Settings (bật tối đa máy cho phép) chơi khoản 1h không bị drop FPS hay deplay và nhiệt độ 40⁰ có thể nói là rất tốt.Kể các Ghensin cũng có thể chơi ở mức thấp nhất trong 1h thì nhiệt độ cũng khoản 43⁰ thôi và giao tranh các tế đàn thì bị drop FPS khá nhiều khi đổi nhân vật và dùng skill.Các tác vụ thì phải nói khá mượt và độ làm tươi chỉ để 60hz thôi và đều cho ra tốc độ rất tốt +Phần thông báo Messenger và Zalo thì phải nói là không hề thấy độ trễ khi bật tự khởi chạy và tắt tiết kiệm pin trên 2 app thì thông báo cuộc gọi cũng như tin nhắn thì nhanh cực kỳ như các hãng khác thôi nhưng hiển thị Mess và Zalo chung 1 bong bóng chát(hình vuông không phải tròn)thì đều đó khá khó chịu cũng như không tùy biến như MiUI12 và thông báo sau khi kéo thanh thông báo thì không hiển thị tin nhắn cũng như người gửi mà 1 vùng tối(tin nhắn quá nhiều sẽ bị vậy)làm cho khó chịu +Pin sạc lần đầu(lúc nhận máy từ cửa hàng về sử dụng) từ 20% đến 100% trong khoản ~45p nhưng lần sau thì cũng 20% đến 100% thì ~1h và từ 3% đến 100% là ~ 1h20p thì không biết thế nào *Pin dùng có thể nói chơi game Liên Quân được chắc hơn 8h vì chơi 4h chỉ mất 40% ở cấu hình thấp nhất và FPS 60 giao tranh này nọ giao động từ 45 đến 61 FPS nhưng tụt xuống 45 thì lại cảm thấy lag nhưng chỉnh 30 FPS thì chơi không thấy lag(ý nói 30FPS khung hình thấp hơn 45 nhưng không lag).Các game khác chơi thì trung bình 1h hao 13% nếu máy ở nhiệt độ 38⁰ +Phần lặt vặt như wifi phải nói là dỡ tệ trong chơi game thường xuyên bị mất wifi và sau khi hỏi người bạn cũng dùng chung Xiaomi thì mới biết là Wifi do Viettel thì xảy ra còn VNPT thì không có và vẫn bình thương.Cả 2 model phát wifi thế hệ 4 và wifi Viettel tốc độ 80Mbps còn VNPT chỉ 40Mbps thôi nhưng Xiaomi bắt của Viettel kém hơn Còn dùng mạng 4G ở khu vực mình đang dùng Mobi tốc độ ổn định cho việc chơi game và không quá nóng máy +Một số tính năng hay mà bị mất trên dòng này là máy không có chế độ bỏ túi làm cho việc bỏ vào túi quần hay balo bị ấn tùm lum Một vấn đề khác là phần nút nguồn khá lỏng và lắc có thể nghe tiếng lạch cạch và cảm biến vân tay không nhạy lắm +Kết luận thì điện thoại đáng mua vì có 5G cũng như ổn định và mát với CPU Dimensity và tất cả đều ổn nếu nhưng muốn điện thoại sử dụng tốt trong 2-3 năm nữa nhưng khó và ít chơi game.Tại sao ít chơi game là vị GPU Mali-57 MC2 phải nói là khá cùi trong 2-3 năm nữa nếu để chiến game,Đã dùng khoảng 1 tuần,2
